fish_num,alternate_num,tray_id,ubc_id,common_name,specimen_unique_id,juv_ad,fresh_frozen,fork_length_mm,mass_g,comments_length_mass,rna_yn,rna_vial,rna_gill_yn,copy_no_cav_a,copy_no_circv,copy_no_cov,copy_no_ctv_1,copy_no_fa_mar,copy_no_fl_psy,copy_no_hkg,copy_no_ic_hof,copy_no_ic_mul,copy_no_ic_spp,copy_no_lo_sal,copy_no_ortho,copy_no_pa_kab,copy_no_pa_pse,copy_no_pa_ther,copy_no_picv_2,copy_no_prv,copy_no_Qin,copy_no_rhab_3,copy_no_salmv,copy_no_sch,copy_no_smukv_b,copy_no_spav_1_e,copy_no_te_mar,copy_no_ven,copy_no_vhsv,ct_cav_a,ct_circv,ct_cov,ct_ctv_1,ct_fa_mar,ct_fl_psy,ct_hkg,ct_ic_hof,ct_ic_mul,ct_ic_spp,ct_lo_sal,ct_ortho,ct_pa_kab,ct_pa_pse,ct_pa_ther,ct_picv_2,ct_prv,ct_Qin,ct_rhab_3,ct_salmv,ct_sch,ct_smukv_b,ct_spav_1_e,ct_te_mar,ct_ven,ct_vhsv,specimen_id,IF_ES1_668,IF_GILT_669,IF_IL11_291,IF_IL17D_294,IF_MMP13_315,IF_MMP25_316,IF_TXN_683,IM_ARRDC2_663,IM_CLEC4E_666,IM_GLUL_670,IM_HSP90ab-15_270,IM_NAPEPLD_676,IM_NUPR1_677,IM_ODC1_678,IM_TAGLN3_681,IS_HAMP_258,IS_IgMs_289,IS_IL15_293,IS_IL1B_295,IS_MHC2B_312,IS_TF_400,MRS_ATP5G3_181,MRS_C7_189,MRS_FYB_241,MRS_HTATIP_272,MRS_IRF1_299,MRS_KRT2-8_305,MRS_PRAS_350,MRS_SCG_377,OS_CA4_194,OS_CEBPB_665,OS_CFTR-I_206,OS_FKBP5_584,OS_HBA_254,OS_NAKATPASE1a_330,OS_NAKATPASE1b_333,OS_PRLR_596,OS_RGS21_597,OS_SHOP21_384,TM_FKBP10-4_583,TM_HSP70_267,TM_HSP90a-15_269,TM_HSP90a-6_271,TM_MAP3K14_308,TM_SERPIN20_379,TM_SERPIN9_380,VDD_GAL3_72,VDD_HERC6_77,VDD_IFI44A_81,VDD_IFIT5_83,VDD_MX_86,VDD_NFX_87,VDD_RSAD_367,VDD_VHSV_108,VDD_VHSV4_107
N4414,BH114,4049,ubc_onts20_114,Chinook,2020-0016-13-N4414,Adult,Fresh,890,8370.29,,TRUE,BH114,TRUE,0,0,0,0,0,0,0,0,0,0.535,1.71,0,0,0,11.87,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,26.5,26.5,999,999,999,26,999,999,999,999,999,999,999,999,999,999,999,172257,0.980000019,-0.560000002,-0.600000024,2.930000067,0.5,-3.569999933,-1.559999943,-1.860000014,-2.599999905,-1.50999999,-1.269999981,-1.600000024,-1.639999986,-1.139999986,2.289999962,-6.909999847,-6.570000172,0.689999998,0.629999995,0.310000002,-12.17000008,-0.039999999,-3.589999914,-1.070000052,-1.129999995,-1.840000033,-0.07,-0.039999999,2.369999886,-1.960000038,-1.5,-1.379999995,-0.159999996,-2.049999952,0.5,-1.980000019,0.310000002,-1.080000043,1.179999948,0.129999995,-1.059999943,-2.809999943,-3.200000048,-0.699999988,-0.400000006,-0.589999974,0.730000019,-0.340000004,1.289999962,-0.660000026,0.74000001,-0.119999997,0.170000002,-7.440000057,-2.650000095
N4415,BH115,4049,ubc_onts20_115,Chinook,2020-0016-13-N4415,Adult,Fresh,820,7260.62,,TRUE,BH115,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,4554.135,183.395,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,18,22.5,999,999,999,999,999,999,999,999,999,999,999,172258,1.529999971,-0.090000004,1.25999999,2.400000095,-0.270000011,-4.090000153,-0.409999996,-1.389999986,-1.600000024,-1.379999995,-1.919999957,-0.939999998,-1.129999995,-0.769999981,2.940000057,-8.140000343,-6.670000076,0.529999971,0.860000014,-0.379999995,-12.06000042,-0.180000007,-3.680000067,-1.059999943,-0.709999979,-1.679999948,0.100000001,0.300000012,2.5,-0.860000014,-2.079999924,-0.170000002,-0.289999992,-0.730000019,1.049999952,-0.389999986,1.389999986,-1.529999971,1.110000014,0.879999995,-1.029999971,-1.580000043,-3.5,-0.720000029,-0.49000001,-0.920000017,0.939999998,-1.210000038,0.360000014,-0.75,0.189999998,-0.129999995,-1.769999981,0.280000001,-3.380000114
N4416,BH116,4049,ubc_onts20_116,Chinook,2020-0016-13-N4416,Adult,Fresh,790,5262.27,,TRUE,BH116,TRUE,0,0,0,0,0,5.34,0,0,0,0,0,0,0,4653.68,0,0,0,0,0,0,0,0,0,29.085,0,0,999,999,999,999,999,28,9,999,999,999,999,999,999,18,999,999,999,999,999,999,999,999,999,22,999,999,172259,1.450000048,0.119999997,-0.769999981,2.589999914,0.720000029,-4.460000038,-0.829999983,-1,-2.180000067,-1.370000005,-1.549999952,-1.100000024,-1.24000001,-0.879999995,2.680000067,-4.320000172,-6.71999979,0.790000021,0.25,0.889999986,-9.569999695,0.109999999,-3.25,-0.910000026,-0.579999983,-1.230000019,0.200000003,0.230000004,2.49000001,-1.779999971,-2.25999999,-0.310000002,0.74000001,0.230000004,1.659999967,-0.810000002,1.49000001,-1.070000052,1.75,0.540000021,-1.00999999,-2.410000086,-1.980000019,-0.430000007,-0.560000002,-0.25,1.50999999,-2.039999962,-0.620000005,-1.200000048,-0.639999986,0.050000001,-2.369999886,-8.029999733,-4.880000114
N4417,BH117,4049,ubc_onts20_117,Chinook,2020-0016-13-N4417,Adult,Fresh,935,10430.5,,TRUE,BH117,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,26.5,999,999,172260,1.529999971,0.699999988,0.730000019,1.970000029,0.100000001,-3.00999999,-1.049999952,-1.379999995,-1.960000038,-1.059999943,-1.190000057,-0.980000019,-1.360000014,-0.899999976,2.50999999,-7.789999962,-3.130000114,0.550000012,0.980000019,0.270000011,-11.06000042,-0.569999993,-3,-0.720000029,-0.680000007,-0.839999974,0.379999995,0.319999993,2.829999924,0.589999974,-1.539999962,-0.460000008,0.180000007,-1.730000019,0.360000014,-1.139999986,0.230000004,-1.120000005,0.74000001,0.239999995,-0.730000019,-2.619999886,-3.109999895,-0.519999981,-0.07,0.370000005,1.299999952,-8.229999542,0.75999999,0.639999986,1.00999999,0.400000006,0.569999993,-0.949999988,-1.220000029
N4418,BH118,4049,ubc_onts20_118,Chinook,2020-0016-13-N4418,Adult,Fresh,820,6822.9,,TRUE,BH118,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,23,999,999,172261,1.389999986,0.109999999,-0.689999998,2.410000086,-0.280000001,-4.150000095,-1.029999971,-1.929999948,-2.430000067,-1.5,-1.340000033,-1.139999986,-1.610000014,-1,2.230000019,-9.18999958,-8.180000305,0.769999981,0.970000029,0.800000012,-11.27999973,-0.230000004,-3.220000029,-1.00999999,-0.980000019,-1.289999962,-0.330000013,0.100000001,2.319999933,-2.039999962,-1.440000057,-0.860000014,0.129999995,-1.700000048,1.080000043,-1.5,1.340000033,-0.860000014,0.670000017,-0.02,-0.620000005,-2.279999971,-3.069999933,-0.879999995,-1.100000024,-0.430000007,0.629999995,-2.230000019,0.569999993,-1.75999999,0.330000013,-0.340000004,-2.289999962,-0.430000007,-4.090000153
N4419,BH119,4049,ubc_onts20_119,Chinook,2020-0016-13-N4419,Adult,Fresh,925,9223.94,,TRUE,BH119,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172262,1.029999971,-0.090000004,0.300000012,1.610000014,-0.25999999,-3.339999914,-1.899999976,-2.380000114,-2.460000038,-2.089999914,-0.699999988,-1.269999981,-2.019999981,-1.49000001,2.279999971,-7.480000019,-4.789999962,0.360000014,0.920000017,0.270000011,-17.15999985,-0.569999993,-4.070000172,-0.889999986,-0.970000029,-1.059999943,-0.079999998,0.300000012,2.109999895,-2.349999905,-1.940000057,0.479999989,-0.839999974,-3.25,0.25999999,-0.349999994,0.819999993,-0.970000029,0.150000006,0.310000002,-1.809999943,-3.99000001,-3.599999905,-1.029999971,-0.660000026,-0.090000004,1.059999943,-1.070000052,-0.289999992,-1.00999999,-0.050000001,-0.219999999,-1.559999943,-1.340000033,-3.569999933
N4420,BH120,4049,ubc_onts20_120,Chinook,2020-0016-13-N4420,Adult,Fresh,775,6179.82,,TRUE,BH120,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.04,100.635,0,0,0,0,0,0,0,0,0.28,0,0,999,999,999,999,999,999,11,999,999,999,999,999,999,21,23,999,999,999,999,999,999,999,999,28.5,999,999,172263,1.720000029,-1.129999995,-0.25,0.879999995,-0.680000007,-8.800000191,-0.819999993,-2.420000076,-3.049999952,-1.120000005,-0.689999998,-1.019999981,-1.960000038,-1.210000038,3.24000001,-11.31000042,-9.020000458,-0.349999994,-0.189999998,-0.680000007,-13.93999958,-0.219999999,-5.340000153,-2.130000114,-1.399999976,-2.25999999,-0.280000001,0.349999994,1.629999995,-3.329999924,-1.360000014,-2.039999962,-0.25,-1.480000019,0.170000002,-2.279999971,0.079999998,-2.019999981,-1.129999995,-0.730000019,-0.949999988,-2.589999914,-2.160000086,-1.029999971,-0.449999988,-1.210000038,0.569999993,-1.309999943,0.140000001,-0.709999979,0.289999992,-0.239999995,-0.850000024,-0.370000005,-3.819999933
N4421,BH121,4049,ubc_onts20_121,Chinook,2020-0016-13-N4421,Adult,Fresh,995,12343.75,,TRUE,BH121,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,210.725,4.24,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,24,28,999,999,999,999,999,999,999,999,999,999,999,172264,1.210000038,0.140000001,-0.639999986,2.319999933,0.150000006,-3.630000114,-1.75,-1.769999981,-2.75999999,-2.079999924,-1.299999952,-1.190000057,-2.420000076,-0.74000001,2.099999905,-7.860000134,-5.429999828,0.649999976,0.239999995,-0.670000017,-11.77999973,-0.629999995,-5.369999886,-1,-0.819999993,-1.299999952,0.006735757,0.150000006,2.190000057,-1.700000048,-1.710000038,-0.059999999,0.159999996,-1.330000043,0.25,-0.939999998,0.74000001,-1,0.529999971,0.649999976,-2.220000029,-2.779999971,-3.579999924,-0.419999987,-0.029999999,0.01,1.309999943,-9.770000458,1.690000057,-1.190000057,0.800000012,0.003735429,-1.320000052,-1.059999943,-3.039999962
N4422,BH122,4049,ubc_onts20_122,Chinook,2020-0016-13-N4422,Adult,Fresh,775,6047.63,,TRUE,BH122,TRUE,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,28.5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172265,0.819999993,-1.070000052,-0.230000004,1.139999986,-0.059999999,-4.25,-1.129999995,-2.49000001,-2.549999952,-2.059999943,-1.220000029,-1.710000038,-2.630000114,-1.169999957,2.410000086,-8.850000381,-7.760000229,-0.300000012,0.189999998,-0.589999974,-11.98999977,-0.189999998,-4.539999962,-1.580000043,-1.200000048,-2.019999981,-0.01,-0.02,2.160000086,-4.539999962,-2.5,-0.870000005,0.25,-2.690000057,0.519999981,-1.659999967,0.129999995,-1.539999962,-0.200000003,0.389999986,-1.590000033,-3.5,-3.150000095,-1.419999957,0.200000003,-0.219999999,1.149999976,-2.069999933,-0.860000014,-0.779999971,0.239999995,-0.699999988,-0.970000029,-0.379999995,-4.829999924
N4423,BH123,4049,ubc_onts20_123,Chinook,2020-0016-13-N4423,Adult,Fresh,905,9198.88,,TRUE,BH123,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,28,999,999,172266,1.039999962,-0.25,2.180000067,1.950000048,-0.540000021,-2.890000105,-1.899999976,-1.809999943,-1.889999986,-1.75,-1.029999971,-0.930000007,-2.109999895,-0.660000026,3.119999886,-9.130000114,-5.360000134,0.720000029,0.74000001,-0.569999993,-11.82999992,-0.02,-3.569999933,-0.959999979,-0.620000005,-1.24000001,0.479999989,0.409999996,2.900000095,-2.890000105,-0.899999976,-0.75,0.75,-1.519999981,0.219999999,-0.980000019,0.289999992,-0.800000012,1.029999971,0.970000029,-0.639999986,-2.75999999,-3.430000067,-0.159999996,-0.689999998,-1.169999957,1.169999957,-0.340000004,1.090000033,-0.319999993,0.550000012,-0.159999996,-0.949999988,-0.079999998,-3.420000076
N4424,BH124,4049,ubc_onts20_124,Chinook,2020-0016-13-N4424,Adult,Fresh,825,7156.58,,TRUE,BH124,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,98.77,115.525,0,0,0,0,0,0,0,0,3.48,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,26,23,999,999,999,999,999,999,999,999,25.5,999,999,172267,1.139999986,-0.079999998,-1.019999981,1.440000057,0.189999998,-5.110000134,-0.560000002,-1.159999967,-2.039999962,-1.429999948,-1.549999952,-1.399999976,-0.980000019,-0.540000021,2.809999943,-4.349999905,-7.670000076,0.460000008,0.600000024,-0.340000004,-11.68999958,0.109999999,-4.929999828,-1.220000029,-0.720000029,-2.099999905,0.270000011,0.460000008,2.089999914,0.129999995,-1.149999976,-0.079999998,1.080000043,-1.110000014,1.320000052,-0.529999971,1.620000005,-0.569999993,0.800000012,0.660000026,-0.159999996,-2.5,-2.519999981,-0.600000024,0.140000001,-0.159999996,1.049999952,-1.789999962,-0.25,-1.029999971,-0.050000001,-0.360000014,-0.639999986,0.180000007,-2.579999924
N4425,BH125,4049,ubc_onts20_125,Chinook,2020-0016-13-N4425,Adult,Fresh,800,6379.16,,TRUE,BH125,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.59,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,21.5,999,999,999,999,999,999,999,999,999,999,999,172268,1.480000019,-0.730000019,0.389999986,2.329999924,0.059999999,-3.849999905,-0.680000007,-1.720000029,-2.00999999,-1.659999967,-1.139999986,-1.200000048,-1.779999971,-1.289999962,2.49000001,-9.229999542,-6.25,0.620000005,0.540000021,0.319999993,-11.72999954,-0.319999993,-3.539999962,-1.480000019,-0.839999974,-1.590000033,-0.009572967,0.239999995,2.359999895,-2.640000105,-1.690000057,-1.100000024,-0.189999998,-1.860000014,0.850000024,-0.970000029,1.039999962,-1.5,0.850000024,0.129999995,-0.449999988,-1.379999995,-3.069999933,-0.449999988,-0.939999998,-0.540000021,1.179999948,-1.059999943,-0.349999994,-1.210000038,-0.07,-0.310000002,-2.970000029,-8.06000042,-3.710000038
N4426,BH126,4049,ubc_onts20_126,Chinook,2020-0016-13-N4426,Adult,Fresh,810,6184.09,,TRUE,BH126,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,521.125,276.7,0,0,0,0,0,0,0,0,0.075,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,22.5,22,999,999,999,999,999,999,999,999,30,999,999,172269,1.159999967,-0.180000007,-0.189999998,2.019999981,0.209999993,-4.849999905,-0.870000005,-1.809999943,-2.49000001,-1.970000029,-1.320000052,-1.350000024,-1.730000019,-1.600000024,1.679999948,-8.149999619,-7.550000191,0.670000017,0.769999981,-0.589999974,-11.81000042,-0.349999994,-4.769999981,-1.24000001,-0.959999979,-1.580000043,-0.270000011,0.519999981,1.25999999,-1.110000014,-2.019999981,-0.639999986,0.360000014,-1.820000052,1.580000043,-0.939999998,2.079999924,-1.220000029,-0.109999999,0.25,-0.970000029,-0.340000004,-1.49000001,-0.469999999,1.779999971,2.079999924,0.310000002,-1.620000005,0.600000024,-0.600000024,0.300000012,0.050000001,-1.649999976,0.379999995,-4.659999847
N4427,BH127,4049,ubc_onts20_127,Chinook,2020-0016-13-N4427,Adult,Fresh,890,9394.32,,TRUE,BH127,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.45,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,25,999,999,999,999,999,999,999,999,999,999,999,172270,1.100000024,0.389999986,0.699999988,2.380000114,-0.550000012,-3.480000019,-2.059999943,-2.349999905,-3.079999924,-1.75999999,-0.620000005,-1.460000038,-2.279999971,-1.460000038,2.779999971,-7.420000076,-5.119999886,0.600000024,0.519999981,-0.310000002,-12.31000042,-0.209999993,-4.360000134,-0.879999995,-0.860000014,-0.910000026,0.090000004,0.02,2.00999999,-3.440000057,-1.75,-0.159999996,0.479999989,-1.440000057,0.289999992,-0.379999995,0.810000002,-0.150000006,0.629999995,0.310000002,-1.190000057,-3.480000019,-3.359999895,-0.479999989,-0.790000021,0.039999999,1.519999981,-0.550000012,0.629999995,-0.75,0.99000001,-0.039999999,-1.059999943,-1.409999967,-3.529999971
N4428,BH128,4049,ubc_onts20_128,Chinook,2020-0016-13-N4428,Adult,Fresh,830,6906.11,,TRUE,BH128,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.215,0,0,0,0,0,0,0,0,1.485,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,26.5,999,999,999,999,999,999,999,999,26,999,999,172271,0.589999974,-1.100000024,-0.25,0.419999987,0.540000021,-3.50999999,-1.110000014,-3.019999981,-2.309999943,-2.200000048,-1.25999999,-1.779999971,-2.710000038,-1.360000014,2.640000105,-7.079999924,-7.829999924,-0.02,0.540000021,-1,-12.05000019,-0.889999986,-4.980000019,-1.669999957,-1.039999962,-2,-0.370000005,-0.079999998,2.210000038,-3.200000048,-2.549999952,-0.889999986,-0.600000024,-1.600000024,0.949999988,-1.960000038,1.039999962,-2.170000076,-0.970000029,0.170000002,-1.629999995,-3.230000019,-2.50999999,-0.970000029,1.24000001,1.25999999,0.939999998,-3.420000076,-0.689999998,-1.200000048,0.209999993,-0.330000013,-2.900000095,0.109999999,-4.840000153
N4429,BH129,4049,ubc_onts20_129,Chinook,2020-0016-13-N4429,Adult,Fresh,795,6614.88,,TRUE,BH129,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,515.5,999,999,172272,0.99000001,-1.190000057,0.949999988,0.180000007,-0.430000007,-3.349999905,-0.870000005,-2.539999962,-2.519999981,-1.889999986,-1.220000029,-1.299999952,-1.74000001,-0.829999983,2.390000105,-8.140000343,-7.159999847,-0.75999999,1.470000029,-1.720000029,-13.14000034,-0.189999998,-3.930000067,-1.840000033,-1.320000052,-2.099999905,-0.059999999,0.059999999,1.600000024,-3.75999999,-0.730000019,-0.239999995,-0.670000017,-3.119999886,-0.189999998,-1.480000019,-0.389999986,-2.200000048,-0.569999993,0.270000011,-0.899999976,-2.25,-3.220000029,-1.100000024,-1.100000024,-0.389999986,-0.270000011,-10.06999969,-0.949999988,-1.289999962,-0.959999979,-0.819999993,-2.369999886,-0.340000004,-2.710000038
N4430,BH130,4049,ubc_onts20_130,Chinook,2020-0016-13-N4430,Adult,Fresh,790,5899.57,,TRUE,BH130,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025.665,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,7,999,999,999,999,999,999,999,19,999,999,999,999,999,999,999,999,999,999,999,172273,0.610000014,-0.860000014,2.519999981,1.529999971,-0.449999988,-3.150000095,-1.590000033,-2.599999905,-2.430000067,-1.49000001,-2.160000086,-1.429999948,-2.180000067,-0.129999995,2.529999971,-8.329999924,-6.539999962,-0.050000001,2.25,-1.269999981,-12.31000042,-0.829999983,-3.589999914,-1.690000057,-1.049999952,-1.679999948,-0.430000007,0.029999999,2.099999905,-1.350000024,-0.109999999,-0.860000014,-0.189999998,-2.029999971,0.569999993,-1.75,0.680000007,-0.629999995,0.100000001,0.289999992,-1.24000001,-2.099999905,-2.630000114,-1.200000048,-0.779999971,-0.910000026,1.110000014,-2.5,-0.300000012,-0.529999971,-0.180000007,-0.109999999,0.74000001,0.629999995,-2.400000095
N4431,BH132,4049,ubc_onts20_132,Chinook,2020-0016-13-N4431,Adult,Fresh,830,7806,,TRUE,BH132,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,1.23,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,999,27.5,999,999,999,999,999,999,999,999,27,999,999,172274,1.070000052,-0.469999999,0.550000012,2.180000067,-0.649999976,-4.449999809,-1.450000048,-1.700000048,-1.950000048,-1.980000019,-1.059999943,-1.200000048,-1.360000014,-1.110000014,2.309999943,-8.550000191,-6.190000057,0.349999994,0.400000006,-0.74000001,-11.03999996,-0.219999999,-3.730000019,-1.5,-0.790000021,-1.549999952,0.07,0.449999988,2.380000114,-3.819999933,-1.379999995,-0.449999988,-1.159999967,-1.690000057,1.029999971,-1.389999986,1.00999999,-1.669999957,0.75999999,0.529999971,-2.400000095,-3.220000029,-3.549999952,-0.460000008,-0.670000017,-0.209999993,1.100000024,-2.180000067,-0.709999979,-0.930000007,0.01,-0.170000002,-2.109999895,0.270000011,-4.03000021
N4432,BH133,4049,ubc_onts20_133,Chinook,2020-0016-13-N4432,Adult,Fresh,800,6107.74,,TRUE,BH133,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,6.245,411.46,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,514.5,21.5,999,999,999,999,999,999,999,999,999,999,999,172275,1.24000001,-0.529999971,-0.910000026,2.119999886,0.109999999,-4.449999809,-0.529999971,-1.039999962,-2.309999943,-1.720000029,-1.600000024,-1.389999986,-0.670000017,-0.610000014,2.75,-7.980000019,-7.25,0.109999999,0.550000012,-1.039999962,-11.97000027,-0.50999999,-3.25999999,-1.190000057,-0.649999976,-1.669999957,-0.050000001,0.300000012,2.390000105,-3.059999943,-1.909999967,-1.50999999,0.560000002,-1.24000001,0.629999995,-1.149999976,0.790000021,-2.319999933,0.330000013,0.75,-0.949999988,-2.190000057,-2.730000019,-0.550000012,-0.540000021,-1.019999981,0.75,-10.06000042,-0.01,-0.850000024,-0.140000001,-0.270000011,-1,-1.350000024,-3.319999933
N4433,BH134,4049,ubc_onts20_134,Chinook,2020-0016-13-N4433,Adult,Fresh,815,6498.77,,TRUE,BH134,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,3190.56,917.515,0,0,0,0,0,0,0,0,9.545,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,19,20,999,999,999,999,999,999,999,999,24,999,999,172276,1.850000024,0.550000012,-0.670000017,3.049999952,-0.340000004,-3.650000095,-1.100000024,-1.5,-2.150000095,-1.389999986,-1.769999981,-1.210000038,-1.389999986,-1,2.559999943,-9.020000458,-6.010000229,1.029999971,1.049999952,0.379999995,-11.01000023,-0.109999999,-2.869999886,-0.920000017,-0.720000029,-1.399999976,0.140000001,0.100000001,2.849999905,0.810000002,-1.440000057,0.5,0.790000021,-1.870000005,1.25,-0.709999979,1.75,-0.540000021,1.580000043,0.839999974,-0.810000002,-1.529999971,-2.99000001,-1.049999952,-0.889999986,-0.379999995,2.24000001,0.289999992,-0.029999999,-1.480000019,0.079999998,-0.109999999,-3.380000114,-0.939999998,-2.869999886
N4434,BH135,4049,ubc_onts20_135,Chinook,2020-0016-13-N4434,Adult,Fresh,710,4294.73,,TRUE,BH135,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,4303.35,98.49,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,8,999,999,999,999,999,999,18,23,999,999,999,999,999,999,999,999,999,999,999,172277,1.029999971,-0.74000001,0.239999995,1.669999957,-0.550000012,-4.309999943,-0.680000007,-2.200000048,-2.769999981,-2.670000076,-1.360000014,-1.460000038,-2.579999924,-1.190000057,2.279999971,-9.409999847,-5.599999905,0.349999994,0.660000026,-0.870000005,-12.65999985,-0.439999998,-4.28000021,-1.529999971,-0.850000024,-2.119999886,-0.219999999,-0.029999999,1.600000024,-0.930000007,-1.679999948,-0.920000017,-0.74000001,-1.690000057,1.370000005,-1.75,1.669999957,-2.089999914,0.550000012,0.119999997,-1.559999943,-1.919999957,-3.170000076,-0.720000029,-1.029999971,-1.090000033,0.930000007,-7.940000057,0.340000004,-1.24000001,0.029999999,-0.379999995,-2.339999914,0.460000008,-3.170000076
N4435,BH136,4049,ubc_onts20_136,Chinook,2020-0016-13-N4435,Adult,Fresh,820,6260.44,,TRUE,BH136,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,172278,0.629999995,-0.25,0.709999979,1.940000057,0.310000002,-3.289999962,-2.150000095,-2.019999981,-3.099999905,-1.710000038,-0.550000012,-1.340000033,-1.50999999,-1.629999995,2.670000076,-9.989999771,-4.449999809,0.519999981,0.419999987,-0.75999999,-15.94999981,-0.280000001,-3.950000048,-1.429999948,-0.819999993,-1.179999948,0.119999997,0.100000001,1.919999957,-1.169999957,-2.480000019,-0.379999995,0.910000026,-1.360000014,0.140000001,-1.230000019,0.180000007,-0.159999996,0.340000004,0.25999999,-1.75999999,-3.200000048,-3.480000019,-0.660000026,-0.5,-0.550000012,0.850000024,-1.620000005,0.879999995,-0.460000008,0.810000002,0.159999996,-0.75999999,0.050000001,-2.460000038
N4436,BH137,4049,ubc_onts20_137,Chinook,2020-0016-13-N4436,Adult,Fresh,750,5600.85,,TRUE,BH137,TRUE,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0,0,999,999,999,999,999,999,8,999,999,999,28,999,999,999,999,999,999,999,999,999,999,999,999,27,999,999,172279,0.540000021,-1.74000001,1.409999967,1.210000038,-0.810000002,-4.28000021,-2.289999962,-2.049999952,-2.970000029,-1.940000057,-1.059999943,-1.330000043,-1.99000001,-1.570000052,2.559999943,-4.929999828,-8.369999886,-0.25999999,0.379999995,-0.980000019,-12.06999969,-0.469999999,-3.630000114,-1.519999981,-1.24000001,-2.069999933,-0.159999996,-0.349999994,1.870000005,-2.789999962,-2.170000076,-0.819999993,0.340000004,-3.269999981,-0.270000011,-1.389999986,-0.529999971,-1.899999976,0.330000013,-0.25,-2.440000057,-3.75999999,-4.070000172,-1.039999962,-0.639999986,-0.610000014,0.889999986,-7.960000038,1.190000057,-0.649999976,-0.270000011,-0.670000017,-0.289999992,-0.25999999,-3.269999981
