fish_num,pdate,fishingset_year,fishingset_location,latitude,longitude,fork_length_mm,mass_g,hatchery_wild,tmar_load,species,lifestage,capture,cons_unit
M7193,7/15/2019,2019,WCVI,48.88019167,-125.684575,760,11739.37,H,0,chinook,adult,troll,NA
M7194,7/15/2019,2019,WCVI,48.86525,-125.6951833,820,13235.36,W,0.38,chinook,adult,troll,NA
M7196,7/16/2019,2019,WCVI,48.6138,-125.6545917,750,12105.51,H,0,chinook,adult,troll,NA
M7198,7/16/2019,2019,WCVI,48.59568333,-125.663,790,10629.97,W,0,chinook,adult,troll,NA
M7203,7/16/2019,2019,WCVI,48.54486667,-125.763075,840,16665.79,W,0,chinook,adult,troll,NA
M7204,7/16/2019,2019,WCVI,48.5349,-125.79395,880,20305.53,W,0,chinook,adult,troll,NA
M7205,7/16/2019,2019,WCVI,48.52793333,-125.8251833,680,7889.41,W,0,chinook,adult,troll,NA
M7206,7/16/2019,2019,WCVI,48.52455833,-125.8658333,850,18212.81,W,0,chinook,adult,troll,NA
M7208,7/16/2019,2019,WCVI,48.57345833,-125.8125583,790,11666.45,W,0,chinook,adult,troll,NA
M7209,7/17/2019,2019,WCVI,48.9281,-125.5735833,800,12912.55,W,0,chinook,adult,troll,NA
M7210,7/17/2019,2019,WCVI,48.92388333,-125.5666917,820,15637.24,H,122.605,chinook,adult,troll,NA
M7214,7/23/2019,2019,WCVI,48.85114167,-125.5411167,730,9360.45,W,0,chinook,adult,troll,NA
M7215,7/24/2019,2019,WCVI,48.62139167,-125.6447833,740,11944.11,H,0,chinook,adult,troll,NA
M7220,7/24/2019,2019,WCVI,48.54570833,-125.7404333,640,6326.9,W,0,chinook,adult,troll,NA
M7222,7/24/2019,2019,WCVI,48.53745,-125.774225,840,16665.79,W,36.105,chinook,adult,troll,NA
M7223,7/24/2019,2019,WCVI,48.52865,-125.8336167,710,7018.91,H,0.48,chinook,adult,troll,NA
M7224,7/24/2019,2019,WCVI,48.52274167,-125.8544667,790,11666.45,H,0.395,chinook,adult,troll,NA
M7226,7/24/2019,2019,WCVI,48.512325,-125.8792667,820,13235.36,W,89.275,chinook,adult,troll,NA
M7227,7/24/2019,2019,WCVI,48.512325,-125.8792667,750,11584.91,W,0,chinook,adult,troll,NA
M7228,7/24/2019,2019,WCVI,48.512325,-125.8792667,810,14235.53,W,0,chinook,adult,troll,NA
M7232,7/24/2019,2019,WCVI,48.51256667,-125.853975,850,15567.45,W,0.865,chinook,adult,troll,NA
M7236,7/24/2019,2019,WCVI,48.59095833,-125.6749333,780,13143.06,W,0,chinook,adult,troll,NA
M7237,7/25/2019,2019,WCVI,48.58929167,-125.6865083,790,11142.18,W,0,chinook,adult,troll,NA
M7239,7/25/2019,2019,WCVI,48.680325,-125.9278833,820,18239.28,H,0,chinook,adult,troll,NA
M7241,8/14/2019,2019,WCVI,48.79975,-126.039175,800,13480.06,H,3.06,chinook,adult,troll,NA
M7242,8/14/2019,2019,WCVI,48.764975,-125.8666917,780,13143.06,H,43899.26,chinook,adult,troll,NA
M7244,8/14/2019,2019,WCVI,48.76515,-125.8344,770,14102.27,H,0,chinook,adult,troll,NA
M7246,8/15/2019,2019,WCVI,48.81394167,-125.601925,780,12048.3,W,0,chinook,adult,troll,NA
M7247,8/15/2019,2019,WCVI,48.80023333,-125.6587167,820,14411.28,H,0,chinook,adult,troll,NA
M7248,8/15/2019,2019,WCVI,48.80023333,-125.6587167,800,14651.71,W,0,chinook,adult,troll,NA
M7255,8/16/2019,2019,WCVI,48.7926,-125.6274333,770,11893.84,H,1306.9,chinook,adult,troll,NA
M7258,8/23/2019,2019,WCVI,48.58141667,-125.687875,730,11275.98,W,0,chinook,adult,troll,NA
M7259,8/23/2019,2019,WCVI,48.5454,-125.7789167,800,13480.06,W,0,chinook,adult,troll,NA
M7260,8/23/2019,2019,WCVI,48.5454,-125.7789167,740,9957.18,W,12529.575,chinook,adult,troll,NA
M7261,8/23/2019,2019,WCVI,48.53929167,-125.81325,730,10295.94,W,61.43,chinook,adult,troll,NA
M7262,8/23/2019,2019,WCVI,48.5324,-125.8428667,810,11961.8,W,0,chinook,adult,troll,NA
M7263,8/23/2019,2019,WCVI,48.5324,-125.8428667,840,14154.07,W,1286.575,chinook,adult,troll,NA
M7265,8/23/2019,2019,WCVI,48.57765833,-125.8051167,780,13708.29,H,0,chinook,adult,troll,NA
M7266,8/23/2019,2019,WCVI,48.62268333,-125.8001167,850,16209.33,W,4658.895,chinook,adult,troll,NA
N4834,7/4/2020,2020,WCVI,48.572375,-125.692225,820,18239.28,W,0,chinook,adult,troll,NA
N4835,7/4/2020,2020,WCVI,48.55629167,-125.7175917,670,8591.1,W,0,chinook,adult,troll,NA
N4836,7/4/2020,2020,WCVI,48.55629167,-125.7175917,780,12048.3,W,0,chinook,adult,troll,NA
N4837,7/4/2020,2020,WCVI,48.55629167,-125.7175917,820,15018.01,W,0,chinook,adult,troll,NA
N4838,7/4/2020,2020,WCVI,48.58814167,-125.69125,860,19844.04,W,0,chinook,adult,troll,NA
N4839,7/4/2020,2020,WCVI,48.60066667,-125.6597,720,10154.9,H,0,chinook,adult,troll,NA
N4840,7/4/2020,2020,WCVI,48.60066667,-125.6597,860,17738.28,W,0,chinook,adult,troll,NA
N4841,7/4/2020,2020,WCVI,48.60066667,-125.6597,740,12469.06,W,0,chinook,adult,troll,NA
N4842,7/4/2020,2020,WCVI,48.60066667,-125.6597,870,19351.43,W,0,chinook,adult,troll,NA
N4843,7/5/2020,2020,WCVI,48.63670833,-125.6263917,770,14683.75,H,0,chinook,adult,troll,NA
N4844,7/5/2020,2020,WCVI,48.56823333,-125.615525,720,9232.23,W,0,chinook,adult,troll,NA
N4846,7/24/2020,2020,WCVI,48.91416667,-125.6242833,770,11893.84,W,0,chinook,adult,troll,NA
N4848,7/24/2020,2020,WCVI,48.85334167,-125.7707083,710,10967.05,H,0,chinook,adult,troll,NA
N4849,7/24/2020,2020,WCVI,48.85334167,-125.7707083,760,12806.06,W,0,chinook,adult,troll,NA
N4850,7/24/2020,2020,WCVI,48.848175,-125.7854083,680,10503.65,H,0,chinook,adult,troll,NA
N4852,7/25/2020,2020,WCVI,48.61465833,-125.644275,770,14102.27,H,0,chinook,adult,troll,NA
N4853,7/25/2020,2020,WCVI,48.58004167,-125.6914833,770,11371.1,W,0,chinook,adult,troll,NA
N4857,7/26/2020,2020,WCVI,48.84713333,-125.5292333,640,7049.42,H,0,chinook,adult,troll,NA
N4858,8/27/2020,2020,WCVI,48.82755,-125.549775,630,5886.85,H,0,chinook,adult,troll,NA
N4861,8/27/2020,2020,WCVI,48.78341667,-125.7503583,750,12105.51,H,0,chinook,adult,troll,NA
N4862,8/27/2020,2020,WCVI,48.75789167,-125.855475,600,5931.47,H,0,chinook,adult,troll,NA
N4864,8/27/2020,2020,WCVI,48.762325,-125.8636167,580,4530.38,H,1.97,chinook,adult,troll,NA
N4865,8/27/2020,2020,WCVI,48.77028333,-125.8311667,590,5513.08,W,0,chinook,adult,troll,NA
N4868,8/28/2020,2020,WCVI,48.81766667,-125.579325,790,14468.57,H,0,chinook,adult,troll,NA
N4873,8/31/2020,2020,WCVI,48.8379,-125.809,870,18641.35,W,344.59,chinook,adult,troll,NA
N4875,9/1/2020,2020,WCVI,48.8443,-125.7801667,810,18016.85,W,0,chinook,adult,troll,NA
N4876,9/1/2020,2020,WCVI,48.84311667,-125.7696,670,7379.86,H,0,chinook,adult,troll,NA
N4880,9/8/2020,2020,WCVI,48.76591667,-125.803875,810,14235.53,W,107738.28,chinook,adult,troll,NA
N4886,9/9/2020,2020,WCVI,48.8496,-125.449975,750,13181.05,H,0.725,chinook,adult,troll,NA
h_235_2022,8/25/2022,2022,Bamfield,48.908907,-125.246364,500,1100,NA,419.7373979,chinook,adult,troll,SOOS_CREEK
h_249_2022,8/26/2022,2022,Bamfield,48.908907,-125.246364,690,4100,NA,21506.54218,chinook,adult,troll,ROBERTSON_CREEK
h_240_2022,8/25/2022,2022,Bamfield,48.89902,-125.133476,710,4700,NA,16.88984852,chinook,adult,troll,ROBERTSON_CREEK
h_244_2022,8/26/2022,2022,Bamfield,48.908907,-125.246364,430,860,NA,0,chinook,adult,troll,ABERNATHY_RIVER
h_246_2022,8/26/2022,2022,Bamfield,48.908907,-125.246364,390,620,NA,76.97468991,chinook,adult,troll,SOOS_CREEK
h_250_2022,8/26/2022,2022,Bamfield,48.908907,-125.246364,720,4100,NA,0,chinook,adult,troll,ROBERTSON_CREEK
h_243_2022,8/26/2022,2022,Bamfield,48.908907,-125.246364,520,1400,NA,67.88830767,chinook,adult,troll,
h_173_2022,8/11/2022,2022,Bamfield,48.850909,-125.206804,420,750,NA,0,chinook,adult,troll,ABERNATHY_RIVER
h_177_2022,8/11/2022,2022,Bamfield,48.807586,-125.189229,625,2760,NA,0,chinook,adult,troll,NITINAT_RIVER
h_163_2022,8/10/2022,2022,Bamfield,48.850909,-125.206804,445,830,NA,0,chinook,adult,troll,ABERNATHY_RIVER
h_158_2022,8/10/2022,2022,Bamfield,48.96684,-125.085703,380,580,NA,0,chinook,adult,troll,NANAIMO_RIVER_fall
h_138_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,480,1230,NA,0,chinook,adult,troll,CHILLIWACK_RIVER_fall
h_149_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,370,480,NA,0,chinook,adult,troll,SNOHOMISH_RIVER
h_175_2022,8/11/2022,2022,Bamfield,48.807586,-125.189229,680,3530,NA,0,chinook,adult,troll,ROBERTSON_CREEK
h_202_2022,8/23/2022,2022,Bamfield,48.88949,-125.148485,710,5100,NA,0,chinook,adult,troll,ROBERTSON_CREEK
h_186_2022,8/12/2022,2022,Bamfield,48.807586,-125.189229,800,5800,NA,0,chinook,adult,troll,ROBERTSON_CREEK
h_147_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,730,5170,NA,0,chinook,adult,troll,THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE
h_151_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,360,490,NA,0,chinook,adult,troll,SOOS_CREEK
h_204_2022,8/23/2022,2022,Bamfield,48.88949,-125.148485,620,5300,NA,0,chinook,adult,troll,SERPENTINE_RIVER
h_146_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,400,630,NA,0,chinook,adult,troll,SOOS_CREEK
h_191_2022,8/23/2022,2022,Bamfield,48.88949,-125.148485,810,5900,NA,35583.66655,chinook,adult,troll,ROBERTSON_CREEK
h_183_2022,8/11/2022,2022,Bamfield,48.807586,-125.189229,390,610,NA,0,chinook,adult,troll,ABERNATHY_RIVER
h_142_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,530,1890,NA,34.1285705,chinook,adult,troll,SOOS_CREEK
h_143_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,690,4010,NA,0,chinook,adult,troll,SARITA_RIVER
h_144_2022,8/9/2022,2022,Bamfield,48.850909,-125.206804,420,790,NA,0,chinook,adult,troll,COWICHAN_RIVER
h_212_2022,8/24/2022,2022,Bamfield,48.790074,-125.218686,670,3400,NA,270.5697137,chinook,adult,troll,ROBERTSON_CREEK
h_223_2022,8/25/2022,2022,Bamfield,48.96684,-125.085703,420,700,NA,1011.264221,chinook,adult,troll,SOOS_CREEK
h_189_2022,8/12/2022,2022,Bamfield,48.807586,-125.189229,800,6400,NA,0,chinook,adult,troll,ROBERTSON_CREEK
102_tag,8/20/2021,2021,Bamfield,NA,NA,790,NA,NA,3.600000759,chinook,adult,troll,NA
126_tag,8/21/2021,2021,Bamfield,NA,NA,850,NA,NA,0,chinook,adult,troll,NA
131_tag,8/21/2021,2021,Bamfield,NA,NA,660,NA,NA,0,chinook,adult,troll,NA
136_tag,8/22/2021,2021,Bamfield,NA,NA,820,NA,NA,0,chinook,adult,troll,NA
14_tag,8/11/2021,2021,Bamfield,NA,NA,670,NA,NA,36.66919212,chinook,adult,troll,NA
167_tag,8/23/2021,2021,Bamfield,NA,NA,650,NA,NA,0,chinook,adult,troll,NA
182_tag,8/24/2021,2021,Bamfield,NA,NA,740,NA,NA,0,chinook,adult,troll,NA
188_tag,8/24/2021,2021,Bamfield,NA,NA,710,NA,NA,7.365237103,chinook,adult,troll,NA
200_tag,8/25/2021,2021,Bamfield,NA,NA,780,NA,NA,0,chinook,adult,troll,NA
201_tag,8/25/2021,2021,Bamfield,NA,NA,680,NA,NA,0,chinook,adult,troll,NA
206_tag,8/26/2021,2021,Bamfield,NA,NA,670,NA,NA,0,chinook,adult,troll,NA
210_tag,8/26/2021,2021,Bamfield,NA,NA,880,NA,NA,0,chinook,adult,troll,NA
246_tag,8/30/2021,2021,Bamfield,NA,NA,750,NA,NA,4112.463174,chinook,adult,troll,NA
25_tag,8/12/2021,2021,Bamfield,NA,NA,610,NA,NA,0,chinook,adult,troll,NA
26_tag,8/13/2021,2021,Bamfield,NA,NA,810,NA,NA,0,chinook,adult,troll,NA
31_tag,8/13/2021,2021,Bamfield,NA,NA,740,NA,NA,0,chinook,adult,troll,NA
46_tag,8/14/2021,2021,Bamfield,NA,NA,730,NA,NA,0,chinook,adult,troll,NA
51_tag,8/15/2021,2021,Bamfield,NA,NA,800,NA,NA,3.957962611,chinook,adult,troll,NA
52_tag,8/15/2021,2021,Bamfield,NA,NA,840,NA,NA,0,chinook,adult,troll,NA
69_tag,8/16/2021,2021,Bamfield,NA,NA,750,NA,NA,0,chinook,adult,troll,NA
77_tag,8/17/2021,2021,Bamfield,NA,NA,830,NA,NA,0,chinook,adult,troll,NA
79_tag,8/17/2021,2021,Bamfield,NA,NA,530,NA,NA,0,chinook,adult,troll,NA
84_tag,8/18/2021,2021,Bamfield,NA,NA,690,NA,NA,0,chinook,adult,troll,NA
86_tag,8/18/2021,2021,Bamfield,NA,NA,840,NA,NA,2837.075935,chinook,adult,troll,NA
510_tag,8/13/2022,2022,Bamfield,NA,NA,610,NA,NA,0,chinook,adult,troll,NA
603_tag,8/28/2022,2022,Bamfield,NA,NA,620,NA,NA,435.9009997,chinook,adult,troll,NA
606_tag,8/29/2022,2022,Bamfield,NA,NA,620,NA,NA,0,chinook,adult,troll,NA
607_tag,8/29/2022,2022,Bamfield,NA,NA,620,NA,NA,0,chinook,adult,troll,NA
512_tag,8/14/2022,2022,Bamfield,NA,NA,760,NA,NA,0,chinook,adult,troll,NA
630_tag,8/31/2022,2022,Bamfield,NA,NA,670,NA,NA,12.15772379,chinook,adult,troll,NA
631_tag,9/1/2022,2022,Bamfield,NA,NA,740,NA,NA,0,chinook,adult,troll,NA
635_tag,9/2/2022,2022,Bamfield,NA,NA,770,NA,NA,0,chinook,adult,troll,NA
516_tag,8/14/2022,2022,Bamfield,NA,NA,680,NA,NA,13.46631543,chinook,adult,troll,NA
521_tag,8/15/2022,2022,Bamfield,NA,NA,790,NA,NA,0,chinook,adult,troll,NA
522_tag,8/15/2022,2022,Bamfield,NA,NA,640,NA,NA,0,chinook,adult,troll,NA
528_tag,8/15/2022,2022,Bamfield,NA,NA,720,NA,NA,0,chinook,adult,troll,NA
534_tag,8/16/2022,2022,Bamfield,NA,NA,860,NA,NA,0,chinook,adult,troll,NA
555_tag,8/18/2022,2022,Bamfield,NA,NA,820,NA,NA,53.33779864,chinook,adult,troll,NA
564_tag,8/19/2022,2022,Bamfield,NA,NA,810,NA,NA,586.6648193,chinook,adult,troll,NA
565_tag,8/19/2022,2022,Bamfield,NA,NA,880,NA,NA,0,chinook,adult,troll,NA
566_tag,8/19/2022,2022,Bamfield,NA,NA,680,NA,NA,0,chinook,adult,troll,NA
569_tag,8/19/2022,2022,Bamfield,NA,NA,650,NA,NA,2.324227678,chinook,adult,troll,NA
570_tag,8/19/2022,2022,Bamfield,NA,NA,720,NA,NA,0,chinook,adult,troll,NA
577_tag,8/20/2022,2022,Bamfield,NA,NA,620,NA,NA,0,chinook,adult,troll,NA
579_tag,8/20/2022,2022,Bamfield,NA,NA,870,NA,NA,0,chinook,adult,troll,NA
508_tag,8/8/2022,2022,Bamfield,NA,NA,700,NA,NA,0,chinook,adult,troll,NA
583_tag,8/21/2022,2022,Bamfield,NA,NA,740,NA,NA,0,chinook,adult,troll,NA
597_tag,8/28/2022,2022,Bamfield,NA,NA,700,NA,NA,28.19072913,chinook,adult,troll,NA
R3166,5/30/2023,2023,Bamfield,NA,NA,420,NA,NA,0,chinook,adult,troll,NA
R3178,5/30/2023,2023,Bamfield,NA,NA,450,NA,NA,0,chinook,adult,troll,NA
R3171,5/30/2023,2023,Bamfield,NA,NA,400,NA,NA,0,chinook,adult,troll,NA
R3173,5/30/2023,2023,Bamfield,NA,NA,810,NA,NA,0,chinook,adult,troll,NA
R3165,5/30/2023,2023,Bamfield,NA,NA,670,NA,NA,0,chinook,adult,troll,NA
R3168,5/30/2023,2023,Bamfield,NA,NA,510,NA,NA,0,chinook,adult,troll,NA
R3174,5/30/2023,2023,Bamfield,NA,NA,420,NA,NA,0,chinook,adult,troll,NA
R3228,6/1/2023,2023,Bamfield,NA,NA,400,NA,NA,0,chinook,adult,troll,NA
R3242,6/2/2023,2023,Bamfield,NA,NA,430,NA,NA,0,chinook,adult,troll,NA
R3205,5/31/2023,2023,Bamfield,NA,NA,370,NA,NA,0,chinook,adult,troll,NA
R3234,6/2/2023,2023,Bamfield,NA,NA,430,NA,NA,0,chinook,adult,troll,NA
R3197,5/31/2023,2023,Bamfield,NA,NA,400,NA,NA,0,chinook,adult,troll,NA
R3208,5/31/2023,2023,Bamfield,NA,NA,460,NA,NA,11.9817036,chinook,adult,troll,NA
R3224,6/1/2023,2023,Bamfield,NA,NA,460,NA,NA,0,chinook,adult,troll,NA
R3198,5/31/2023,2023,Bamfield,NA,NA,490,NA,NA,0,chinook,adult,troll,NA
R3219,6/1/2023,2023,Bamfield,NA,NA,590,NA,NA,0,chinook,adult,troll,NA
R3191,5/31/2023,2023,Bamfield,NA,NA,590,NA,NA,0,chinook,adult,troll,NA
R3229,6/1/2023,2023,Bamfield,NA,NA,350,NA,NA,0,chinook,adult,troll,NA
R3223,6/1/2023,2023,Bamfield,NA,NA,480,NA,NA,0,chinook,adult,troll,NA
R3201,5/31/2023,2023,Bamfield,NA,NA,370,NA,NA,0,chinook,adult,troll,NA
R3235,6/2/2023,2023,Bamfield,NA,NA,780,NA,NA,0,chinook,adult,troll,NA
R3190,5/31/2023,2023,Bamfield,NA,NA,610,NA,NA,0,chinook,adult,troll,NA
R3196,5/31/2023,2023,Bamfield,NA,NA,470,NA,NA,0,chinook,adult,troll,NA
R3240,6/2/2023,2023,Bamfield,NA,NA,520,NA,NA,0,chinook,adult,troll,NA
R3206,5/31/2023,2023,Bamfield,NA,NA,570,NA,NA,0,chinook,adult,troll,NA
R3181,5/30/2023,2023,Bamfield,NA,NA,510,NA,NA,0,chinook,adult,troll,NA
R3186,5/31/2023,2023,Bamfield,NA,NA,340,NA,NA,0,chinook,adult,troll,NA
R3226,6/1/2023,2023,Bamfield,NA,NA,510,NA,NA,0,chinook,adult,troll,NA
